time,open,high,low,close,tick_volume,spread,real_volume
2025-07-01 00:00:00,1.17894,1.17937,1.17826,1.17862,0,0.0,0
2025-07-01 01:00:00,1.17862,1.17894,1.17801,1.17865,0,0.0,0
2025-07-01 02:00:00,1.17864,1.17865,1.17758,1.17793,0,0.0,0
2025-07-01 03:00:00,1.17793,1.17878,1.17673,1.17858,0,0.0,0
2025-07-01 04:00:00,1.17856,1.18172,1.17743,1.18043,0,0.0,0
2025-07-01 05:00:00,1.18041,1.18298,1.17966,1.18136,0,0.0,0
2025-07-01 06:00:00,1.18137,1.18232,1.18109,1.18112,0,0.0,0
2025-07-01 07:00:00,1.18113,1.18192,1.18058,1.18139,0,0.0,0
2025-07-01 08:00:00,1.18137,1.18174,1.18023,1.18036,0,0.0,0
2025-07-01 09:00:00,1.18037,1.18118,1.17931,1.18016,0,0.0,0
2025-07-01 10:00:00,1.18017,1.18028,1.17751,1.17796,0,0.0,0
2025-07-01 11:00:00,1.17794,1.17795,1.17689,1.17758,0,0.0,0
2025-07-01 12:00:00,1.17757,1.17758,1.17611,1.17652,0,0.0,0
2025-07-01 13:00:00,1.17654,1.17836,1.17654,1.17827,0,0.0,0
2025-07-01 14:00:00,1.17826,1.17835,1.17749,1.17807,0,0.0,0
2025-07-01 15:00:00,1.17806,1.17913,1.17792,1.17909,0,0.0,0
2025-07-01 16:00:00,1.17908,1.18068,1.17906,1.18059,0,0.0,0
2025-07-01 17:00:00,1.18053,1.18053,1.17993,1.18034,0,0.0,0
2025-07-01 18:00:00,1.18033,1.18064,1.1802,1.18025,0,0.0,0
2025-07-01 19:00:00,1.18026,1.18068,1.17992,1.1805,0,0.0,0
2025-07-01 20:00:00,1.18048,1.18081,1.17991,1.18076,0,0.0,0
2025-07-01 21:00:00,1.18077,1.18098,1.17918,1.17934,0,0.0,0
2025-07-01 22:00:00,1.17936,1.18015,1.1788,1.18002,0,0.0,0
2025-07-01 23:00:00,1.18001,1.18027,1.17962,1.18002,0,0.0,0
2025-07-02 00:00:00,1.18001,1.18011,1.17957,1.17963,0,0.0,0
2025-07-02 01:00:00,1.17962,1.17981,1.17846,1.17871,0,0.0,0
2025-07-02 02:00:00,1.17875,1.17934,1.17734,1.17813,0,0.0,0
2025-07-02 03:00:00,1.17812,1.17834,1.17708,1.17738,0,0.0,0
2025-07-02 04:00:00,1.17737,1.17814,1.17698,1.17755,0,0.0,0
2025-07-02 05:00:00,1.17756,1.17775,1.1767,1.17701,0,0.0,0
2025-07-02 06:00:00,1.17702,1.17808,1.17645,1.17673,0,0.0,0
2025-07-02 07:00:00,1.17673,1.17711,1.17467,1.17494,0,0.0,0
2025-07-02 08:00:00,1.17494,1.17883,1.1747,1.17562,0,0.0,0
2025-07-02 09:00:00,1.17561,1.17774,1.17546,1.17596,0,0.0,0
2025-07-02 10:00:00,1.17596,1.17706,1.17508,1.17674,0,0.0,0
2025-07-02 11:00:00,1.17672,1.17898,1.17658,1.17891,0,0.0,0
2025-07-02 12:00:00,1.17891,1.17938,1.17855,1.17884,0,0.0,0
2025-07-02 13:00:00,1.17885,1.18,1.17884,1.17953,0,0.0,0
2025-07-02 14:00:00,1.17951,1.18,1.17931,1.17994,0,0.0,0
2025-07-02 15:00:00,1.17992,1.18031,1.17952,1.18021,0,0.0,0
2025-07-02 16:00:00,1.18021,1.18023,1.17954,1.17983,0,0.0,0
2025-07-02 17:00:00,1.17981,1.17985,1.17869,1.17938,0,0.0,0
2025-07-02 18:00:00,1.17932,1.17999,1.17932,1.17979,0,0.0,0
2025-07-02 19:00:00,1.1798,1.1802,1.17969,1.17985,0,0.0,0
2025-07-02 20:00:00,1.17985,1.18087,1.17977,1.18064,0,0.0,0
2025-07-02 21:00:00,1.18067,1.181,1.18038,1.18042,0,0.0,0
2025-07-02 22:00:00,1.18044,1.18047,1.17945,1.17977,0,0.0,0
2025-07-02 23:00:00,1.17977,1.17991,1.1789,1.17916,0,0.0,0
2025-07-03 00:00:00,1.17914,1.17931,1.17876,1.17891,0,0.0,0
2025-07-03 01:00:00,1.17891,1.1796,1.17868,1.17959,0,0.0,0
2025-07-03 02:00:00,1.1796,1.18027,1.17913,1.18021,0,0.0,0
2025-07-03 03:00:00,1.18021,1.18099,1.17942,1.18012,0,0.0,0
2025-07-03 04:00:00,1.18013,1.18082,1.17953,1.17977,0,0.0,0
2025-07-03 05:00:00,1.1798,1.1798,1.17884,1.17921,0,0.0,0
2025-07-03 06:00:00,1.17921,1.18,1.17869,1.1793,0,0.0,0
2025-07-03 07:00:00,1.1793,1.17967,1.1783,1.17847,0,0.0,0
2025-07-03 08:00:00,1.17848,1.17897,1.17169,1.17382,0,0.0,0
2025-07-03 09:00:00,1.17382,1.17794,1.17339,1.17735,0,0.0,0
2025-07-03 10:00:00,1.17737,1.17897,1.1751,1.17532,0,0.0,0
2025-07-03 11:00:00,1.17531,1.17661,1.17491,1.17568,0,0.0,0
2025-07-03 12:00:00,1.1757,1.17579,1.17399,1.17522,0,0.0,0
2025-07-03 13:00:00,1.17519,1.17582,1.17503,1.17539,0,0.0,0
2025-07-03 14:00:00,1.17537,1.17562,1.17478,1.17486,0,0.0,0
2025-07-03 15:00:00,1.17486,1.17522,1.17442,1.17476,0,0.0,0
2025-07-03 16:00:00,1.17475,1.17595,1.17464,1.17564,0,0.0,0
2025-07-03 17:00:00,1.1756,1.17582,1.17524,1.17567,0,0.0,0
2025-07-03 18:00:00,1.17567,1.17593,1.17535,1.17593,0,0.0,0
2025-07-03 19:00:00,1.17593,1.17712,1.17557,1.17688,0,0.0,0
2025-07-03 20:00:00,1.1769,1.17705,1.17633,1.17669,0,0.0,0
2025-07-03 21:00:00,1.17671,1.17694,1.17561,1.17594,0,0.0,0
2025-07-03 22:00:00,1.17594,1.17706,1.17594,1.17652,0,0.0,0
2025-07-03 23:00:00,1.17652,1.17725,1.17645,1.17701,0,0.0,0
2025-07-04 00:00:00,1.177,1.178,1.17693,1.17799,0,0.0,0
2025-07-04 01:00:00,1.178,1.17854,1.17797,1.17839,0,0.0,0
2025-07-04 02:00:00,1.17839,1.17847,1.17741,1.1781,0,0.0,0
2025-07-04 03:00:00,1.1781,1.17826,1.17675,1.17696,0,0.0,0
2025-07-04 04:00:00,1.17698,1.17774,1.17679,1.17744,0,0.0,0
2025-07-04 05:00:00,1.17742,1.17819,1.1772,1.17782,0,0.0,0
2025-07-04 06:00:00,1.1778,1.17808,1.17748,1.17776,0,0.0,0
2025-07-04 07:00:00,1.17777,1.1782,1.17683,1.17687,0,0.0,0
2025-07-04 08:00:00,1.17689,1.17716,1.17636,1.17666,0,0.0,0
2025-07-04 09:00:00,1.17663,1.17808,1.17663,1.17793,0,0.0,0
2025-07-04 10:00:00,1.17794,1.17873,1.17751,1.17784,0,0.0,0
2025-07-04 11:00:00,1.17782,1.17843,1.17758,1.17783,0,0.0,0
2025-07-04 12:00:00,1.17783,1.17815,1.17735,1.17742,0,0.0,0
2025-07-04 13:00:00,1.17742,1.17776,1.17718,1.17755,0,0.0,0
2025-07-04 14:00:00,1.17755,1.17792,1.17739,1.17788,0,0.0,0
2025-07-04 15:00:00,1.17788,1.17797,1.17725,1.17748,0,0.0,0
2025-07-04 16:00:00,1.17747,1.17829,1.17719,1.17719,0,0.0,0
2025-07-06 17:00:00,1.17793,1.17825,1.17775,1.17789,0,0.0,0
2025-07-06 18:00:00,1.17792,1.17816,1.17732,1.17796,0,0.0,0
2025-07-06 19:00:00,1.178,1.17821,1.1775,1.178,0,0.0,0
2025-07-06 20:00:00,1.17805,1.17901,1.17787,1.17799,0,0.0,0
2025-07-06 21:00:00,1.17797,1.17805,1.17698,1.17718,0,0.0,0
2025-07-06 22:00:00,1.1772,1.17753,1.17644,1.17673,0,0.0,0
2025-07-06 23:00:00,1.17671,1.17741,1.17663,1.17689,0,0.0,0
2025-07-07 00:00:00,1.17689,1.17723,1.17639,1.17659,0,0.0,0
2025-07-07 01:00:00,1.1766,1.17737,1.17633,1.17712,0,0.0,0
2025-07-07 02:00:00,1.17711,1.17733,1.17499,1.17557,0,0.0,0
2025-07-07 03:00:00,1.17559,1.17585,1.17452,1.17456,0,0.0,0
2025-07-07 04:00:00,1.17455,1.17473,1.17232,1.17241,0,0.0,0
2025-07-07 05:00:00,1.1724,1.17345,1.1722,1.17339,0,0.0,0
2025-07-07 06:00:00,1.1734,1.17359,1.1723,1.17275,0,0.0,0
2025-07-07 07:00:00,1.17274,1.17341,1.17247,1.17294,0,0.0,0
2025-07-07 08:00:00,1.17293,1.1731,1.17179,1.17223,0,0.0,0
2025-07-07 09:00:00,1.17223,1.17408,1.17219,1.17351,0,0.0,0
2025-07-07 10:00:00,1.17351,1.17453,1.17329,1.17386,0,0.0,0
2025-07-07 11:00:00,1.17387,1.17403,1.17302,1.17327,0,0.0,0
2025-07-07 12:00:00,1.1733,1.17396,1.16873,1.16939,0,0.0,0
2025-07-07 13:00:00,1.16942,1.17134,1.16868,1.17067,0,0.0,0
2025-07-07 14:00:00,1.17066,1.17198,1.17,1.17187,0,0.0,0
2025-07-07 15:00:00,1.17186,1.17237,1.17162,1.17193,0,0.0,0
2025-07-07 16:00:00,1.17193,1.17212,1.17065,1.17077,0,0.0,0
2025-07-07 17:00:00,1.17075,1.17101,1.17063,1.17088,0,0.0,0
2025-07-07 18:00:00,1.17088,1.17374,1.17088,1.1735,0,0.0,0
2025-07-07 19:00:00,1.17352,1.17386,1.17315,1.17363,0,0.0,0
2025-07-07 20:00:00,1.17365,1.17478,1.17364,1.17434,0,0.0,0
2025-07-07 21:00:00,1.17434,1.17445,1.17305,1.17381,0,0.0,0
2025-07-07 22:00:00,1.1738,1.17484,1.17361,1.17381,0,0.0,0
2025-07-07 23:00:00,1.17382,1.17487,1.17367,1.17467,0,0.0,0
2025-07-08 00:00:00,1.17467,1.175,1.17405,1.17413,0,0.0,0
