time,open,high,low,close,tick_volume,spread,real_volume
2025-12-01 03:00:00,1.16031,1.16161,1.16,1.16053,2663,2,0
2025-12-01 04:00:00,1.16053,1.1606,1.15927,1.15952,1735,2,0
2025-12-01 05:00:00,1.15951,1.15977,1.15891,1.15971,1130,2,0
2025-12-01 06:00:00,1.15972,1.16021,1.15943,1.15983,1119,2,0
2025-12-01 07:00:00,1.15983,1.16016,1.15946,1.15974,1346,2,0
2025-12-01 08:00:00,1.15975,1.15991,1.15901,1.15965,1836,2,0
2025-12-01 09:00:00,1.15966,1.16131,1.15958,1.16072,2199,1,0
2025-12-01 10:00:00,1.16072,1.1622,1.16044,1.16131,3630,1,0
2025-12-01 11:00:00,1.16134,1.16238,1.16134,1.16224,3010,1,0
2025-12-01 12:00:00,1.16224,1.16284,1.16189,1.16275,2600,1,0
2025-12-01 13:00:00,1.1627399999999999,1.1632,1.16244,1.16276,2305,1,0
2025-12-01 14:00:00,1.16275,1.16489,1.1626400000000001,1.16485,2647,0,0
2025-12-01 15:00:00,1.1648399999999999,1.1652,1.16393,1.1644700000000001,3342,0,0
2025-12-01 16:00:00,1.16445,1.16453,1.163,1.16322,3767,0,0
2025-12-01 17:00:00,1.16327,1.16409,1.16225,1.16291,3811,0,0
2025-12-01 18:00:00,1.16292,1.16345,1.16208,1.16225,2590,0,0
2025-12-01 19:00:00,1.16224,1.16289,1.16177,1.16209,1876,2,0
2025-12-01 20:00:00,1.1621,1.16237,1.16112,1.16121,1876,2,0
2025-12-01 21:00:00,1.16121,1.16125,1.16068,1.16089,1385,2,0
2025-12-01 22:00:00,1.16088,1.16101,1.16059,1.16096,1112,2,0
2025-12-01 23:00:00,1.16088,1.16104,1.16068,1.16085,779,4,0
2025-12-02 00:00:00,1.1606,1.1609,1.1605,1.16075,379,4,0
2025-12-02 01:00:00,1.16084,1.16103,1.16062,1.16062,779,2,0
2025-12-02 02:00:00,1.16063,1.16095,1.16036,1.16059,1350,2,0
2025-12-02 03:00:00,1.16058,1.16114,1.16035,1.16088,1268,2,0
2025-12-02 04:00:00,1.16094,1.16121,1.16088,1.16121,857,2,0
2025-12-02 05:00:00,1.16121,1.16126,1.16086,1.16125,967,2,0
2025-12-02 06:00:00,1.16126,1.16143,1.16086,1.1609099999999999,756,2,0
2025-12-02 07:00:00,1.16092,1.16112,1.16068,1.16102,713,2,0
2025-12-02 08:00:00,1.16102,1.16113,1.16046,1.16093,1115,2,0
2025-12-02 09:00:00,1.16094,1.16164,1.16085,1.16125,2151,1,0
2025-12-02 10:00:00,1.16125,1.16164,1.16088,1.16103,2438,1,0
2025-12-02 11:00:00,1.1610800000000001,1.16145,1.16021,1.16102,2464,1,0
