time,open,high,low,close,tick_volume,spread,real_volume
2025-08-01 03:00:00,1.14213,1.14283,1.14151,1.14238,2604,8,0
2025-08-01 04:00:00,1.14238,1.14284,1.14044,1.14067,2761,8,0
2025-08-01 05:00:00,1.14066,1.14145,1.14055,1.14108,2492,2,0
2025-08-01 06:00:00,1.14108,1.14217,1.1409799999999999,1.14178,1785,8,0
2025-08-01 07:00:00,1.14178,1.14209,1.14152,1.14186,1280,8,0
2025-08-01 08:00:00,1.14187,1.14341,1.14154,1.14302,1854,8,0
2025-08-01 09:00:00,1.14301,1.14375,1.14255,1.14288,3088,8,0
2025-08-01 10:00:00,1.14292,1.14336,1.14121,1.14182,3481,8,0
2025-08-01 11:00:00,1.14182,1.142,1.1405,1.14059,2502,8,0
2025-08-01 12:00:00,1.14059,1.1412200000000001,1.13927,1.14001,2612,8,0
2025-08-01 13:00:00,1.14004,1.14171,1.14004,1.14115,2510,8,0
2025-08-01 14:00:00,1.14114,1.14219,1.14039,1.1404,2684,8,0
2025-08-01 15:00:00,1.1404,1.1558,1.1391,1.15451,7308,8,0
2025-08-01 16:00:00,1.15448,1.15828,1.15369,1.15599,8945,8,0
2025-08-01 17:00:00,1.15625,1.15876,1.15505,1.15555,8641,8,0
2025-08-01 18:00:00,1.15553,1.15646,1.15356,1.15538,4819,8,0
2025-08-01 19:00:00,1.15538,1.15642,1.15374,1.15388,3417,8,0
2025-08-01 20:00:00,1.15388,1.15388,1.15161,1.15262,3434,8,0
2025-08-01 21:00:00,1.15262,1.1547399999999999,1.15211,1.15252,3051,2,0
2025-08-01 22:00:00,1.15253,1.15817,1.15233,1.15676,4202,0,0
2025-08-01 23:00:00,1.15702,1.15965,1.15683,1.15873,2838,0,0
2025-08-04 00:00:00,1.15892,1.15952,1.15881,1.15891,825,9,0
2025-08-04 01:00:00,1.15897,1.15961,1.15774,1.15834,1880,5,0
2025-08-04 02:00:00,1.15841,1.15901,1.15778,1.15877,1513,2,0
2025-08-04 03:00:00,1.15876,1.15887,1.15556,1.15575,2667,2,0
2025-08-04 04:00:00,1.15576,1.1572,1.15503,1.15713,2549,2,0
2025-08-04 05:00:00,1.15711,1.15783,1.15674,1.15753,1678,2,0
2025-08-04 06:00:00,1.15753,1.1586,1.15753,1.15794,1387,2,0
2025-08-04 07:00:00,1.15793,1.15855,1.15741,1.15748,1245,2,0
2025-08-04 08:00:00,1.15748,1.15824,1.15668,1.15706,1925,2,0
